Feedback_ID,Text,Topic,Channel,Sentiment
FB00423,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01675,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01450,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB00765,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB00520,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB01432,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00614,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB01531,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01783,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB01659,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB00454,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00731,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00535,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB00966,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01285,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB01740,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB00262,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB00536,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB00969,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00241,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB00820,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB00693,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB00421,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01086,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01999,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00366,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB01023,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB01241,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB00589,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00737,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01762,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00942,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00072,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01408,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00260,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB00052,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB00199,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB01789,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB00651,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00333,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB01360,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB00594,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB01392,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01801,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01315,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB01112,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01007,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01327,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00427,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01559,Apa syarat pengajuan KPR,Card,ATM,neutral
FB01294,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00591,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB01958,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01977,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB01133,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB00986,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB00399,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB01512,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB00437,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00193,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB01436,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00615,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB01494,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB00577,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00987,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01433,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB00707,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01259,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00142,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB01358,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB00003,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01222,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01870,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB01623,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB00340,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB01770,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01537,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00484,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00266,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB00377,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB00742,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01014,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00440,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00272,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB00185,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB00940,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB00245,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB00932,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB00446,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00597,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB00818,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB01273,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01677,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00487,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00681,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB00416,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB00274,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01472,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01830,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01455,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00251,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00414,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01386,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01308,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB00716,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB00311,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00927,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB00382,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01566,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00426,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01875,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00533,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00753,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00766,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB01357,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB00409,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB01615,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB00695,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01739,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB00549,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00937,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01390,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB01608,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB01940,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB01482,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00183,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB01941,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01161,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB00171,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00293,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB00562,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB01457,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB01877,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB01652,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB00850,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB00273,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB01550,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01035,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB01744,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00372,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01670,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00722,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB00734,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00778,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00519,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00335,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00846,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01252,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01053,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB01924,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB00016,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB00708,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00901,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01980,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB01573,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB00904,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00466,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01978,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB00200,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB01207,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01056,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB01132,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB01380,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB00999,Apa syarat pengajuan KPR,Card,ATM,neutral
FB00728,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB01772,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01910,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01822,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00568,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00044,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00275,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01097,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00102,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01232,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB01722,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01833,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB00108,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01618,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00498,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB01981,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00882,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB00757,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB00620,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB01107,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01936,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB00810,Customer service lambat merespons keluhan saya,Card,Email,negative
FB01038,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00073,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB01284,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB01272,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB01335,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB01459,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB00482,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01069,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB00507,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01238,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB01862,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01990,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB01477,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB01867,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01456,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00312,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00963,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00406,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01331,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01650,Customer service lambat merespons keluhan saya,Card,Email,negative
FB00310,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00227,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01858,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00711,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01944,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01384,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01786,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB00149,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01555,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB01957,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00926,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB00943,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00837,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00576,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB00558,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01236,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01361,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01348,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB01162,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB01443,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB00287,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01605,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB01058,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00599,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00933,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB01462,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01638,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB01588,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB01041,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01231,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00807,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00905,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB01680,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB01205,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB00768,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00610,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB01993,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01565,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB01423,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB01011,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00494,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB01321,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB00278,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01847,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB00359,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB01111,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB00237,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB00552,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01868,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB01813,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB00209,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01387,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01561,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00059,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB00632,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01962,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB01860,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01817,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00364,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00506,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB01166,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01122,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB01630,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01217,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01152,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB01125,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB01595,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00119,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB01250,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB01994,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00523,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00514,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB00082,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00916,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB01019,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00381,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01030,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB01689,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00085,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01678,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB00330,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB00007,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB00746,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01554,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB00915,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB00874,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00452,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00491,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01481,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB00288,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00949,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01986,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB01369,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01147,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB00706,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01727,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01702,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01629,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB01600,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB01539,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB01406,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01651,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00328,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB00443,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB00775,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB01088,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01221,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01636,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00178,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB01323,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00705,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00087,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01884,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB01948,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB00458,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB01829,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00055,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB01502,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00644,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00678,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00222,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00114,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB00983,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01229,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01000,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00175,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00782,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00590,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB01560,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00019,Apa syarat pengajuan KPR,Card,ATM,neutral
FB00424,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB01344,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00286,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01584,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00429,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01510,Customer service lambat merespons keluhan saya,Card,Email,negative
FB01319,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB00670,Customer service lambat merespons keluhan saya,Card,Email,negative
FB00032,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00941,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB00723,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB00995,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB00215,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB00814,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB00327,Transfer berhasil tanpa masalah,Card,Branch,positive
FB00561,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01113,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB00701,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01579,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB01190,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB00342,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB00630,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB00148,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB01310,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB00361,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB00084,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00049,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB00469,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB00156,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB00773,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB01240,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB01201,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB01403,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01203,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01631,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00501,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB01765,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB00180,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01048,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB01756,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB00951,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB01317,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB01620,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00529,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB00347,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB01388,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
