Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet,Word_Count,ASR_Confidence,Silence_Ratio,Agent_Talk_Ratio,Customer_Talk_Ratio,FCR,Sentiment_Score,QA_Score
CALL0000356,C001190,AG020,2026-08-15,Inbound Call,Credit Card,Product Inquiry,Neutral,465,21,0,Follow-up,4.3,Mohon informasi mengenai biaya dan ketentuan produk.,65,0.871,0.139,0.446,0.415,0,0.49,0.601
CALL0000357,C000182,AG018,2026-05-06,Inbound Call,Mobile Banking,Information Request,Neutral,412,0,1,Resolved,4.5,Mohon informasi mengenai biaya dan ketentuan produk.,59,0.88,0.0,0.572,0.428,0,0.514,0.477
CALL0000358,C001070,AG026,2026-06-26,Inbound Call,Credit Card,Cancellation,Negative,443,88,0,Resolved,3.7,Saya kecewa karena transaksi saya bermasalah.,61,0.953,0.089,0.511,0.4,1,0.242,0.848
CALL0000359,C000110,AG033,2026-01-24,Inbound Call,Debit Card,Cancellation,Negative,426,16,0,Resolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.,62,1.0,0.108,0.46,0.432,1,0.237,0.983
CALL0000360,C000898,AG014,2026-02-21,Inbound Call,General,Cancellation,Neutral,467,103,0,Resolved,2.4,Mohon informasi mengenai biaya dan ketentuan produk.,65,1.0,0.117,0.31,0.573,1,0.439,0.941
CALL0000361,C001014,AG033,2026-08-16,Inbound Call,Debit Card,Fraud Report,Neutral,661,23,1,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.,90,0.868,0.148,0.594,0.258,0,0.467,0.461
CALL0000362,C001069,AG010,2026-07-26,Inbound Call,General,Product Inquiry,Negative,208,11,0,Resolved,4.1,Saya sudah menunggu lama dan masalah ini belum selesai.,35,0.894,0.097,0.533,0.37,1,0.274,0.89
CALL0000363,C000268,AG017,2026-06-07,Inbound Call,General,Fraud Report,Positive,358,73,0,Resolved,3.2,Saya tidak melakukan transaksi ini.,50,0.961,0.073,0.407,0.52,1,0.707,1.0
CALL0000364,C001072,AG037,2026-04-01,Outbound Call,Credit Card,Transaction Issue,Negative,540,195,0,Resolved,4.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,77,1.0,0.207,0.622,0.171,1,0.168,0.927
CALL0000365,C000140,AG039,2026-02-17,Inbound Call,KTA,Product Inquiry,Neutral,507,106,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,70,0.8,0.098,0.509,0.393,1,0.38,0.974
CALL0000366,C000623,AG037,2026-07-24,Inbound Call,Debit Card,Transaction Issue,Negative,503,72,1,Unresolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.,72,0.935,0.219,0.512,0.269,0,0.198,0.445
CALL0000367,C000563,AG013,2026-07-08,Inbound Call,KTA,Payment Issue,Negative,916,85,0,Resolved,3.3,Saya kecewa karena transaksi saya bermasalah.,120,0.901,0.097,0.586,0.317,1,0.228,0.933
CALL0000368,C000379,AG034,2026-02-28,Inbound Call,Debit Card,Cancellation,Neutral,531,0,0,Resolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.,73,0.815,0.119,0.56,0.321,1,0.342,0.954
CALL0000369,C000027,AG038,2026-05-22,Inbound Call,Debit Card,Cancellation,Neutral,624,3,1,Resolved,3.2,Mohon informasi mengenai biaya dan ketentuan produk.,85,0.85,0.11,0.515,0.375,0,0.414,0.475
CALL0000370,C000926,AG040,2026-05-29,Inbound Call,General,Cancellation,Negative,365,0,1,Unresolved,3.6,Saya kecewa karena transaksi saya bermasalah.,52,0.896,0.136,0.457,0.407,0,0.086,0.531
CALL0000371,C000403,AG001,2026-04-25,Inbound Call,KTA,Fraud Report,Neutral,241,160,0,Resolved,4.3,Saya ingin melaporkan transaksi yang mencurigakan.,36,0.934,0.091,0.718,0.191,1,0.563,0.918
CALL0000372,C000794,AG030,2026-08-11,Outbound Call,KTA,Payment Issue,Neutral,363,149,0,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,51,0.99,0.127,0.392,0.481,1,0.347,0.98
CALL0000373,C000492,AG040,2026-01-30,Outbound Call,Credit Card,Information Request,Neutral,548,87,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.,74,0.951,0.227,0.57,0.203,1,0.494,0.882
CALL0000374,C000449,AG031,2026-03-03,Inbound Call,KPR,Fraud Report,Neutral,493,72,2,Follow-up,4.3,Ada transaksi kartu yang bukan saya lakukan.,69,0.987,0.193,0.47,0.337,0,0.557,0.367
CALL0000375,C001063,AG010,2026-01-23,Outbound Call,KPR,Complaint,Neutral,493,0,0,Follow-up,3.7,Saya ingin menanyakan status pengajuan saya.,68,0.932,0.194,0.535,0.271,0,0.515,0.505
CALL0000376,C000114,AG031,2026-06-16,Outbound Call,Savings,Transaction Issue,Positive,381,53,0,Unresolved,4.7,Penjelasannya jelas dan saya sangat terbantu.,54,0.888,0.026,0.628,0.346,0,0.715,0.586
CALL0000377,C000884,AG005,2026-06-04,Inbound Call,KTA,Product Inquiry,Neutral,353,164,0,Unresolved,3.8,Saya ingin menanyakan status pengajuan saya.,50,0.919,0.037,0.443,0.52,0,0.528,0.62
CALL0000378,C000896,AG020,2026-08-25,Inbound Call,Debit Card,Fraud Report,Negative,388,72,2,Resolved,4.0,Saya tidak melakukan transaksi ini.,53,0.972,0.135,0.552,0.313,0,0.283,0.514
CALL0000379,C000456,AG026,2026-05-11,Inbound Call,Debit Card,Payment Issue,Positive,550,34,0,Resolved,4.3,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",78,0.992,0.174,0.512,0.314,1,0.741,0.953
CALL0000380,C000315,AG019,2026-02-06,Inbound Call,Debit Card,Product Inquiry,Neutral,571,0,1,Resolved,4.2,Saya ingin menanyakan status pengajuan saya.,77,0.921,0.084,0.403,0.513,0,0.321,0.501
CALL0000381,C000007,AG028,2026-04-19,Inbound Call,Credit Card,Transaction Issue,Neutral,239,141,0,Resolved,4.5,Saya ingin mengetahui cara melakukan transaksi ini.,37,0.874,0.071,0.631,0.298,1,0.592,1.0
CALL0000382,C001124,AG010,2026-01-22,Inbound Call,Savings,Transaction Issue,Negative,557,61,0,Follow-up,4.3,Saya kecewa karena transaksi saya bermasalah.,76,0.95,0.218,0.565,0.217,0,0.232,0.6
CALL0000383,C001137,AG025,2026-06-11,Inbound Call,Debit Card,Product Inquiry,Neutral,303,0,2,Follow-up,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,45,0.959,0.168,0.428,0.404,0,0.497,0.426
CALL0000384,C000289,AG026,2026-06-11,Outbound Call,KPR,Cancellation,Negative,504,14,0,Resolved,3.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,72,1.0,0.194,0.612,0.194,1,0.042,0.956
CALL0000385,C000039,AG026,2026-07-25,Inbound Call,KTA,Information Request,Neutral,385,0,0,Resolved,3.2,Saya ingin mengetahui cara melakukan transaksi ini.,55,0.889,0.089,0.38,0.531,1,0.476,0.9
CALL0000386,C000148,AG012,2026-03-23,Inbound Call,Debit Card,Product Inquiry,Neutral,702,58,0,Resolved,3.0,Saya ingin mengetahui cara melakukan transaksi ini.,95,0.89,0.084,0.477,0.439,1,0.43,0.888
CALL0000387,C000082,AG013,2026-03-16,Inbound Call,Debit Card,Product Inquiry,Negative,345,76,0,Resolved,2.8,Saya sudah menunggu lama dan masalah ini belum selesai.,52,0.975,0.186,0.428,0.386,1,0.103,0.89
CALL0000388,C000997,AG011,2026-01-18,Inbound Call,Debit Card,Complaint,Negative,452,37,1,Resolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,65,0.906,0.102,0.57,0.328,0,0.189,0.509
CALL0000389,C001070,AG019,2026-04-10,Inbound Call,Savings,Payment Issue,Neutral,529,108,0,Resolved,2.4,Saya ingin mengetahui cara melakukan transaksi ini.,73,0.903,0.077,0.422,0.501,1,0.457,0.856
CALL0000390,C000184,AG024,2026-04-25,Outbound Call,KTA,Fraud Report,Neutral,263,69,0,Resolved,4.9,Saya ingin melaporkan transaksi yang mencurigakan.,39,1.0,0.056,0.571,0.373,1,0.462,0.939
CALL0000391,C000896,AG015,2026-07-01,Outbound Call,KTA,Information Request,Neutral,407,123,0,Resolved,3.4,Saya ingin mengetahui cara melakukan transaksi ini.,58,0.848,0.084,0.551,0.365,1,0.559,0.949
CALL0000392,C000215,AG017,2026-06-30,Outbound Call,Mobile Banking,Product Inquiry,Positive,372,45,1,Resolved,4.9,Saya puas dengan solusi yang diberikan.,52,1.0,0.181,0.435,0.384,0,0.77,0.555
CALL0000393,C000441,AG012,2026-02-03,Outbound Call,KTA,Product Inquiry,Negative,328,232,0,Unresolved,2.4,Saya kecewa karena transaksi saya bermasalah.,47,0.893,0.014,0.7,0.286,0,0.16,0.568
CALL0000394,C000719,AG009,2026-03-10,Outbound Call,KTA,Payment Issue,Negative,341,34,1,Resolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.,52,0.982,0.164,0.391,0.445,0,0.15,0.504
CALL0000395,C000864,AG027,2026-05-03,Inbound Call,KPR,Complaint,Neutral,620,15,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,85,0.923,0.07,0.311,0.619,1,0.464,0.964
CALL0000396,C001049,AG033,2026-03-22,Inbound Call,Savings,Transaction Issue,Neutral,312,9,0,Resolved,4.6,Mohon informasi mengenai biaya dan ketentuan produk.,46,0.946,0.105,0.583,0.312,1,0.48,0.942
CALL0000397,C000054,AG012,2026-01-07,Inbound Call,KPR,Information Request,Neutral,522,53,0,Unresolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.,72,0.914,0.11,0.222,0.668,0,0.547,0.537
CALL0000398,C000236,AG035,2026-07-22,Inbound Call,Savings,Product Inquiry,Positive,477,0,0,Resolved,2.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",69,0.981,0.105,0.659,0.236,1,0.667,0.928
CALL0000399,C000337,AG023,2026-06-25,Inbound Call,General,Fraud Report,Negative,169,81,1,Unresolved,3.1,Saya ingin melaporkan transaksi yang mencurigakan.,27,0.909,0.1,0.492,0.408,0,0.317,0.427
CALL0000400,C000373,AG007,2026-05-05,Inbound Call,Debit Card,Fraud Report,Neutral,513,0,0,Resolved,5.0,Saya ingin melaporkan transaksi yang mencurigakan.,70,0.896,0.089,0.309,0.602,1,0.547,0.906
CALL0000401,C001197,AG015,2026-03-18,Outbound Call,Savings,Payment Issue,Neutral,166,74,1,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.,28,1.0,0.08,0.366,0.554,0,0.281,0.448
CALL0000402,C000933,AG001,2026-07-22,Inbound Call,General,Fraud Report,Neutral,533,0,0,Resolved,4.0,Saya tidak melakukan transaksi ini.,72,0.932,0.212,0.284,0.504,1,0.507,0.947
CALL0000403,C000385,AG002,2026-01-09,Outbound Call,General,Transaction Issue,Negative,329,44,0,Follow-up,4.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,50,0.889,0.122,0.526,0.352,0,0.283,0.587
CALL0000404,C001166,AG014,2026-04-18,Inbound Call,Savings,Complaint,Positive,422,98,0,Follow-up,3.1,Saya puas dengan solusi yang diberikan.,59,0.841,0.111,0.321,0.568,0,0.781,0.418
CALL0000405,C000599,AG019,2026-07-12,Inbound Call,Debit Card,Transaction Issue,Neutral,187,192,0,Unresolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,30,1.0,0.075,0.54,0.385,0,0.467,0.589
CALL0000406,C000601,AG032,2026-08-17,Inbound Call,KTA,Payment Issue,Neutral,442,6,0,Follow-up,3.7,Saya ingin mengetahui cara melakukan transaksi ini.,62,0.897,0.091,0.443,0.466,0,0.495,0.538
CALL0000407,C000521,AG006,2026-03-02,Inbound Call,General,Fraud Report,Positive,587,57,0,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.,80,1.0,0.075,0.423,0.502,1,0.764,0.949
CALL0000408,C000173,AG034,2026-06-06,Inbound Call,KTA,Payment Issue,Neutral,275,25,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.,40,0.954,0.174,0.541,0.285,1,0.562,0.905
CALL0000409,C001121,AG010,2026-02-15,Inbound Call,KPR,Fraud Report,Neutral,311,17,0,Resolved,2.9,Ada transaksi kartu yang bukan saya lakukan.,46,0.939,0.067,0.555,0.378,1,0.387,0.867
CALL0000410,C000017,AG006,2026-01-28,Outbound Call,Credit Card,Fraud Report,Positive,502,26,0,Resolved,3.7,Saya tidak melakukan transaksi ini.,68,0.94,0.0,0.617,0.383,1,0.702,0.943
CALL0000411,C000209,AG028,2026-03-26,Inbound Call,Debit Card,Fraud Report,Positive,506,110,0,Resolved,4.5,Ada transaksi kartu yang bukan saya lakukan.,70,1.0,0.124,0.404,0.472,1,0.881,1.0
CALL0000412,C000276,AG031,2026-08-01,Inbound Call,KTA,Fraud Report,Negative,45,38,0,Unresolved,4.3,Saya ingin melaporkan transaksi yang mencurigakan.,12,0.798,0.1,0.476,0.424,0,0.203,0.591
CALL0000413,C000335,AG025,2026-06-15,Inbound Call,Debit Card,Complaint,Neutral,783,189,0,Unresolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,105,0.943,0.079,0.404,0.517,0,0.622,0.496
CALL0000414,C000159,AG005,2026-04-28,Inbound Call,Credit Card,Complaint,Neutral,515,88,0,Unresolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,71,0.914,0.184,0.5,0.316,0,0.739,0.561
CALL0000415,C000022,AG005,2026-03-09,Inbound Call,Savings,Fraud Report,Neutral,545,9,0,Resolved,3.9,Saya ingin melaporkan transaksi yang mencurigakan.,74,0.917,0.0,0.387,0.613,1,0.461,0.83
CALL0000416,C000813,AG016,2026-02-03,Inbound Call,KTA,Product Inquiry,Negative,394,45,0,Follow-up,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,58,0.939,0.23,0.429,0.341,0,0.104,0.557
CALL0000417,C001163,AG019,2026-03-06,Inbound Call,Savings,Fraud Report,Negative,86,21,0,Follow-up,3.7,Saya ingin melaporkan transaksi yang mencurigakan.,17,0.914,0.194,0.43,0.376,0,0.179,0.561
CALL0000418,C000147,AG040,2026-02-06,Inbound Call,KPR,Fraud Report,Negative,541,109,0,Unresolved,4.8,Ada transaksi kartu yang bukan saya lakukan.,75,0.941,0.076,0.515,0.409,0,0.288,0.659
CALL0000419,C000356,AG012,2026-02-14,Inbound Call,Credit Card,Transaction Issue,Neutral,318,0,1,Resolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.,47,0.929,0.088,0.48,0.432,0,0.599,0.402
CALL0000420,C000608,AG008,2026-06-15,Inbound Call,KTA,Product Inquiry,Neutral,518,0,0,Resolved,3.6,Saya ingin mengetahui cara melakukan transaksi ini.,72,0.851,0.155,0.541,0.304,1,0.682,0.86
CALL0000421,C001113,AG038,2026-02-01,Inbound Call,Savings,Product Inquiry,Neutral,381,32,1,Unresolved,2.9,Mohon informasi mengenai biaya dan ketentuan produk.,55,0.953,0.157,0.467,0.376,0,0.497,0.447
CALL0000422,C000833,AG007,2026-01-12,Inbound Call,Debit Card,Complaint,Neutral,463,103,1,Follow-up,4.9,Saya ingin mengetahui cara melakukan transaksi ini.,65,0.973,0.076,0.41,0.514,0,0.539,0.443
CALL0000423,C000919,AG002,2026-05-11,Inbound Call,Savings,Fraud Report,Neutral,281,133,0,Resolved,3.5,Saya ingin melaporkan transaksi yang mencurigakan.,41,0.897,0.007,0.503,0.49,1,0.443,0.928
CALL0000424,C000697,AG017,2026-03-10,Inbound Call,KPR,Product Inquiry,Positive,576,141,0,Resolved,4.1,Saya puas dengan solusi yang diberikan.,78,1.0,0.268,0.37,0.362,1,0.549,0.995
CALL0000425,C000501,AG017,2026-04-20,Inbound Call,KPR,Cancellation,Neutral,206,94,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,32,1.0,0.187,0.548,0.265,1,0.497,0.936
CALL0000426,C000240,AG025,2026-02-03,Inbound Call,Mobile Banking,Transaction Issue,Neutral,824,60,1,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.,109,0.981,0.131,0.446,0.423,0,0.408,0.524
CALL0000427,C001037,AG036,2026-02-20,Inbound Call,Savings,Payment Issue,Positive,823,109,1,Unresolved,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",112,0.98,0.132,0.505,0.363,0,0.801,0.469
CALL0000428,C000965,AG038,2026-04-16,Inbound Call,General,Product Inquiry,Neutral,714,2,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.,95,0.932,0.163,0.506,0.331,1,0.349,0.999
CALL0000429,C000031,AG012,2026-06-15,Inbound Call,Savings,Fraud Report,Negative,650,0,0,Resolved,4.9,Ada transaksi kartu yang bukan saya lakukan.,88,0.998,0.172,0.672,0.156,1,0.141,1.0
CALL0000430,C000858,AG040,2026-04-10,Outbound Call,Savings,Product Inquiry,Neutral,405,89,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,58,1.0,0.0,0.526,0.474,1,0.521,0.932
CALL0000431,C000102,AG026,2026-05-11,Inbound Call,Credit Card,Payment Issue,Negative,630,10,0,Resolved,4.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,88,0.978,0.095,0.489,0.416,1,0.23,0.906
CALL0000432,C000887,AG003,2026-05-06,Outbound Call,KPR,Information Request,Neutral,403,61,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,57,0.896,0.088,0.397,0.515,0,0.496,0.532
CALL0000433,C000991,AG038,2026-03-06,Inbound Call,Debit Card,Information Request,Negative,140,72,2,Resolved,3.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,27,0.928,0.109,0.576,0.315,0,0.349,0.472
CALL0000434,C000158,AG006,2026-03-09,Inbound Call,KTA,Fraud Report,Negative,691,79,0,Resolved,4.1,Saya tidak melakukan transaksi ini.,91,0.964,0.174,0.448,0.378,1,0.326,0.918
CALL0000435,C000521,AG024,2026-04-13,Inbound Call,KTA,Complaint,Positive,623,117,0,Follow-up,3.4,Penjelasannya jelas dan saya sangat terbantu.,84,0.98,0.0,0.297,0.703,0,0.695,0.51
CALL0000436,C000149,AG032,2026-01-08,Inbound Call,Mobile Banking,Cancellation,Negative,414,111,0,Unresolved,4.7,Saya kecewa karena transaksi saya bermasalah.,58,0.925,0.026,0.457,0.517,0,0.329,0.535
CALL0000437,C000681,AG010,2026-06-14,Outbound Call,Credit Card,Payment Issue,Positive,199,76,3,Follow-up,3.6,Penjelasannya jelas dan saya sangat terbantu.,31,0.896,0.072,0.503,0.425,0,0.891,0.401
CALL0000438,C001113,AG011,2026-05-28,Inbound Call,Savings,Product Inquiry,Neutral,314,41,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.,46,1.0,0.131,0.382,0.487,1,0.49,0.897
CALL0000439,C000097,AG020,2026-03-15,Inbound Call,KTA,Payment Issue,Negative,92,71,0,Unresolved,2.8,Saya kecewa karena transaksi saya bermasalah.,18,0.866,0.178,0.466,0.356,0,0.204,0.549
CALL0000440,C000477,AG036,2026-03-31,Inbound Call,KPR,Complaint,Neutral,590,32,1,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.,80,0.874,0.234,0.471,0.295,0,0.496,0.469
CALL0000441,C001167,AG009,2026-03-20,Inbound Call,KTA,Product Inquiry,Neutral,131,54,0,Resolved,3.6,Mohon informasi mengenai biaya dan ketentuan produk.,23,0.85,0.1,0.473,0.427,1,0.448,0.91
CALL0000442,C000361,AG027,2026-06-06,Inbound Call,Savings,Fraud Report,Neutral,472,209,0,Resolved,4.6,Saya tidak melakukan transaksi ini.,64,0.873,0.178,0.628,0.194,1,0.456,0.942
CALL0000443,C000159,AG019,2026-07-02,Outbound Call,KPR,Information Request,Positive,268,75,0,Resolved,4.0,Saya puas dengan solusi yang diberikan.,40,1.0,0.17,0.323,0.507,1,0.856,0.972
CALL0000444,C000586,AG005,2026-01-27,Inbound Call,Savings,Transaction Issue,Positive,163,90,0,Resolved,3.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",29,1.0,0.158,0.724,0.118,1,0.785,0.908
CALL0000445,C000610,AG029,2026-04-10,Outbound Call,Debit Card,Fraud Report,Positive,463,26,0,Unresolved,3.8,Ada transaksi kartu yang bukan saya lakukan.,65,0.926,0.118,0.476,0.406,0,0.706,0.59
CALL0000446,C000795,AG034,2026-01-04,Inbound Call,KPR,Product Inquiry,Positive,360,121,1,Unresolved,3.4,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",54,0.96,0.092,0.55,0.358,0,0.676,0.516
CALL0000447,C000377,AG024,2026-04-19,Inbound Call,General,Information Request,Neutral,571,107,0,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,78,0.929,0.045,0.495,0.46,1,0.439,0.925
CALL0000448,C001146,AG008,2026-03-01,Inbound Call,Mobile Banking,Product Inquiry,Neutral,192,107,1,Resolved,3.3,Saya ingin menanyakan status pengajuan saya.,30,0.858,0.041,0.273,0.686,0,0.487,0.47
CALL0000449,C000625,AG007,2026-03-22,Outbound Call,Debit Card,Payment Issue,Neutral,284,77,1,Unresolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,43,1.0,0.144,0.353,0.503,0,0.573,0.468
CALL0000450,C000344,AG017,2026-04-20,Inbound Call,Credit Card,Complaint,Neutral,45,122,0,Resolved,4.3,Saya ingin menanyakan status pengajuan saya.,12,1.0,0.116,0.417,0.467,1,0.431,0.975
CALL0000451,C001152,AG021,2026-03-19,Inbound Call,Debit Card,Payment Issue,Positive,45,135,0,Resolved,5.0,Penjelasannya jelas dan saya sangat terbantu.,12,0.951,0.091,0.599,0.31,1,0.822,1.0
CALL0000452,C001109,AG023,2026-04-05,Inbound Call,KTA,Product Inquiry,Neutral,744,81,0,Follow-up,4.0,Saya ingin mengetahui cara melakukan transaksi ini.,100,0.879,0.167,0.314,0.519,0,0.516,0.502
CALL0000453,C000599,AG010,2026-07-03,Inbound Call,Mobile Banking,Transaction Issue,Negative,795,59,0,Resolved,3.9,Saya kecewa karena transaksi saya bermasalah.,105,0.917,0.106,0.377,0.517,1,0.211,0.986
CALL0000454,C000030,AG021,2026-07-14,Inbound Call,Debit Card,Cancellation,Negative,437,114,1,Unresolved,4.3,Saya kecewa karena transaksi saya bermasalah.,61,0.888,0.056,0.5,0.444,0,0.282,0.506
CALL0000455,C000716,AG012,2026-01-02,Inbound Call,KPR,Product Inquiry,Neutral,272,15,0,Resolved,2.5,Saya ingin menanyakan status pengajuan saya.,40,0.936,0.101,0.537,0.362,1,0.567,0.877
CALL0000456,C000666,AG028,2026-04-01,Inbound Call,KPR,Cancellation,Positive,366,26,0,Unresolved,3.2,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",55,0.949,0.177,0.533,0.29,0,0.638,0.536
CALL0000457,C000178,AG032,2026-07-23,Inbound Call,Credit Card,Complaint,Negative,577,62,1,Resolved,3.8,Saya kecewa karena transaksi saya bermasalah.,78,0.91,0.048,0.362,0.59,0,0.113,0.48
CALL0000458,C000761,AG027,2026-05-08,Inbound Call,Mobile Banking,Complaint,Negative,327,0,0,Follow-up,3.5,Saya kecewa karena transaksi saya bermasalah.,47,0.843,0.135,0.288,0.577,0,0.182,0.451
CALL0000459,C001009,AG001,2026-02-19,Outbound Call,Debit Card,Product Inquiry,Neutral,463,111,0,Resolved,2.8,Saya ingin menanyakan status pengajuan saya.,64,1.0,0.116,0.545,0.339,1,0.528,0.882
CALL0000460,C000127,AG040,2026-05-23,Inbound Call,KTA,Transaction Issue,Neutral,418,12,0,Unresolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,59,0.944,0.067,0.652,0.281,0,0.609,0.525
CALL0000461,C000868,AG001,2026-02-04,Outbound Call,KPR,Information Request,Positive,318,39,0,Follow-up,4.2,Penjelasannya jelas dan saya sangat terbantu.,46,0.957,0.099,0.439,0.462,0,0.755,0.546
CALL0000462,C000169,AG040,2026-01-06,Outbound Call,KTA,Transaction Issue,Neutral,325,53,0,Resolved,4.2,Saya ingin menanyakan status pengajuan saya.,47,0.905,0.01,0.343,0.647,1,0.636,1.0
CALL0000463,C000898,AG002,2026-06-01,Inbound Call,KTA,Cancellation,Negative,473,67,0,Resolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.,68,0.836,0.128,0.428,0.444,1,0.143,0.936
CALL0000464,C000503,AG021,2026-05-04,Inbound Call,General,Information Request,Neutral,244,46,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,37,0.925,0.024,0.527,0.449,1,0.457,0.877
CALL0000465,C000008,AG005,2026-07-01,Inbound Call,Credit Card,Payment Issue,Neutral,501,61,1,Resolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,70,0.911,0.195,0.452,0.353,0,0.476,0.478
CALL0000466,C001159,AG004,2026-03-24,Inbound Call,KTA,Transaction Issue,Neutral,335,62,0,Resolved,3.9,Saya ingin mengetahui cara melakukan transaksi ini.,49,0.973,0.114,0.649,0.237,1,0.435,0.962
CALL0000467,C000199,AG028,2026-07-25,Inbound Call,Mobile Banking,Information Request,Negative,443,40,1,Resolved,4.4,Saya kecewa karena transaksi saya bermasalah.,61,0.984,0.08,0.591,0.329,0,0.293,0.543
CALL0000468,C000715,AG030,2026-04-12,Inbound Call,KPR,Complaint,Neutral,669,22,0,Resolved,3.5,Mohon informasi mengenai biaya dan ketentuan produk.,91,0.976,0.201,0.502,0.297,1,0.278,0.903
CALL0000469,C000218,AG005,2026-06-27,Inbound Call,General,Payment Issue,Negative,390,124,0,Follow-up,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,58,0.989,0.048,0.245,0.707,0,0.16,0.5
CALL0000470,C001119,AG040,2026-01-25,Inbound Call,General,Complaint,Neutral,586,0,0,Resolved,4.9,Mohon informasi mengenai biaya dan ketentuan produk.,80,1.0,0.068,0.397,0.535,1,0.592,0.993
CALL0000471,C000886,AG013,2026-01-24,Outbound Call,KTA,Transaction Issue,Neutral,97,54,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,19,0.953,0.0,0.414,0.586,1,0.475,1.0
CALL0000472,C000965,AG013,2026-07-07,Inbound Call,Debit Card,Product Inquiry,Neutral,335,39,0,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,49,0.996,0.212,0.39,0.398,1,0.586,1.0
CALL0000473,C000519,AG012,2026-07-20,Inbound Call,Debit Card,Fraud Report,Neutral,425,88,2,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.,60,0.96,0.251,0.503,0.246,0,0.676,0.386
CALL0000474,C000561,AG019,2026-08-15,Outbound Call,Mobile Banking,Information Request,Negative,766,0,0,Resolved,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,105,0.816,0.003,0.505,0.492,1,0.206,1.0
CALL0000475,C000761,AG008,2026-03-19,Inbound Call,KPR,Complaint,Neutral,67,38,2,Unresolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.,15,0.921,0.063,0.279,0.658,0,0.594,0.394
CALL0000476,C000941,AG017,2026-01-06,Inbound Call,Credit Card,Product Inquiry,Neutral,403,59,0,Resolved,2.7,Mohon informasi mengenai biaya dan ketentuan produk.,57,0.878,0.125,0.577,0.298,1,0.694,0.893
CALL0000477,C001016,AG009,2026-08-24,Outbound Call,KTA,Fraud Report,Neutral,682,124,0,Resolved,3.0,Saya tidak melakukan transaksi ini.,90,0.944,0.084,0.482,0.434,1,0.532,0.876
CALL0000478,C000022,AG003,2026-05-25,Inbound Call,Credit Card,Complaint,Neutral,279,83,0,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,41,0.883,0.118,0.523,0.359,1,0.496,0.988
