Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet
CALL0000323,C000737,AG024,2026-04-26,Inbound Call,Debit Card,Information Request,Positive,299,26,1,Follow-up,3.9,Saya puas dengan solusi yang diberikan.
CALL0000324,C001099,AG025,2026-04-11,Inbound Call,General,Transaction Issue,Neutral,439,93,0,Follow-up,3.5,Saya ingin menanyakan status pengajuan saya.
CALL0000325,C001170,AG030,2026-06-03,Inbound Call,KTA,Product Inquiry,Positive,501,83,1,Resolved,3.4,Saya puas dengan solusi yang diberikan.
CALL0000326,C000277,AG011,2026-05-18,Inbound Call,Savings,Complaint,Negative,402,98,0,Resolved,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0000327,C000284,AG013,2026-05-01,Inbound Call,KPR,Information Request,Neutral,465,95,0,Resolved,3.7,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000328,C000045,AG026,2026-02-06,Outbound Call,Credit Card,Information Request,Neutral,434,180,0,Resolved,3.0,Saya ingin menanyakan status pengajuan saya.
CALL0000329,C000170,AG003,2026-06-09,Inbound Call,Savings,Payment Issue,Neutral,391,24,1,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0000330,C000666,AG013,2026-06-27,Inbound Call,Mobile Banking,Payment Issue,Neutral,367,0,1,Resolved,4.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000331,C000656,AG029,2026-06-20,Outbound Call,Credit Card,Cancellation,Neutral,343,7,1,Resolved,3.2,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000332,C000445,AG040,2026-01-19,Inbound Call,KTA,Information Request,Positive,462,26,0,Resolved,3.5,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000333,C000372,AG021,2026-06-18,Inbound Call,Mobile Banking,Product Inquiry,Negative,494,11,0,Resolved,3.9,Saya kecewa karena transaksi saya bermasalah.
CALL0000334,C000995,AG016,2026-06-25,Inbound Call,Debit Card,Product Inquiry,Neutral,456,70,0,Resolved,3.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000335,C000552,AG018,2026-02-14,Outbound Call,General,Payment Issue,Negative,208,134,0,Resolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000336,C000970,AG028,2026-07-23,Inbound Call,KTA,Information Request,Neutral,240,150,1,Unresolved,4.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000337,C001155,AG022,2026-05-06,Inbound Call,KTA,Cancellation,Positive,492,93,0,Follow-up,5.0,Saya puas dengan solusi yang diberikan.
CALL0000338,C000381,AG001,2026-04-24,Inbound Call,General,Information Request,Negative,685,183,1,Resolved,3.7,Saya kecewa karena transaksi saya bermasalah.
CALL0000339,C000244,AG022,2026-06-23,Inbound Call,Mobile Banking,Fraud Report,Negative,447,45,0,Follow-up,4.4,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000340,C001143,AG017,2026-05-03,Inbound Call,KPR,Payment Issue,Neutral,346,0,2,Follow-up,4.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000341,C000762,AG029,2026-05-11,Inbound Call,Mobile Banking,Complaint,Positive,460,123,0,Resolved,4.9,Penjelasannya jelas dan saya sangat terbantu.
CALL0000342,C000349,AG036,2026-03-16,Outbound Call,KPR,Information Request,Negative,215,0,2,Resolved,5.0,Saya kecewa karena transaksi saya bermasalah.
CALL0000343,C000746,AG039,2026-08-11,Inbound Call,Savings,Cancellation,Neutral,656,23,0,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000344,C000618,AG025,2026-08-21,Inbound Call,KTA,Complaint,Neutral,454,94,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.
CALL0000345,C001086,AG015,2026-02-01,Inbound Call,General,Product Inquiry,Neutral,299,59,2,Resolved,2.2,Saya ingin menanyakan status pengajuan saya.
CALL0000346,C000307,AG018,2026-06-25,Outbound Call,Credit Card,Fraud Report,Positive,390,54,0,Resolved,3.9,Ada transaksi kartu yang bukan saya lakukan.
CALL0000347,C001189,AG008,2026-01-06,Inbound Call,Debit Card,Transaction Issue,Positive,325,0,0,Follow-up,4.9,Penjelasannya jelas dan saya sangat terbantu.
CALL0000348,C001123,AG038,2026-03-30,Inbound Call,KPR,Payment Issue,Positive,656,64,0,Resolved,4.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0000349,C000217,AG034,2026-08-21,Outbound Call,Credit Card,Cancellation,Negative,384,120,0,Resolved,4.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000350,C000198,AG035,2026-02-11,Inbound Call,Mobile Banking,Transaction Issue,Neutral,448,66,0,Follow-up,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000351,C000640,AG014,2026-04-01,Outbound Call,Mobile Banking,Complaint,Neutral,523,19,0,Follow-up,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000352,C000054,AG013,2026-02-22,Inbound Call,Credit Card,Complaint,Negative,287,0,1,Unresolved,3.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000353,C000359,AG035,2026-06-24,Inbound Call,Credit Card,Complaint,Neutral,455,20,0,Unresolved,3.7,Saya ingin menanyakan status pengajuan saya.
CALL0000354,C000522,AG022,2026-04-22,Outbound Call,Credit Card,Payment Issue,Neutral,469,87,1,Follow-up,3.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000355,C001163,AG029,2026-05-23,Inbound Call,KTA,Product Inquiry,Neutral,140,84,0,Resolved,4.5,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000356,C001190,AG020,2026-08-15,Inbound Call,Credit Card,Product Inquiry,Neutral,465,21,0,Follow-up,4.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000357,C000182,AG018,2026-05-06,Inbound Call,Mobile Banking,Information Request,Neutral,412,0,1,Resolved,4.5,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000358,C001070,AG026,2026-06-26,Inbound Call,Credit Card,Cancellation,Negative,443,88,0,Resolved,3.7,Saya kecewa karena transaksi saya bermasalah.
CALL0000359,C000110,AG033,2026-01-24,Inbound Call,Debit Card,Cancellation,Negative,426,16,0,Resolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000360,C000898,AG014,2026-02-21,Inbound Call,General,Cancellation,Neutral,467,103,0,Resolved,2.4,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000361,C001014,AG033,2026-08-16,Inbound Call,Debit Card,Fraud Report,Neutral,661,23,1,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.
CALL0000362,C001069,AG010,2026-07-26,Inbound Call,General,Product Inquiry,Negative,208,11,0,Resolved,4.1,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000363,C000268,AG017,2026-06-07,Inbound Call,General,Fraud Report,Positive,358,73,0,Resolved,3.2,Saya tidak melakukan transaksi ini.
CALL0000364,C001072,AG037,2026-04-01,Outbound Call,Credit Card,Transaction Issue,Negative,540,195,0,Resolved,4.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000365,C000140,AG039,2026-02-17,Inbound Call,KTA,Product Inquiry,Neutral,507,106,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000366,C000623,AG037,2026-07-24,Inbound Call,Debit Card,Transaction Issue,Negative,503,72,1,Unresolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000367,C000563,AG013,2026-07-08,Inbound Call,KTA,Payment Issue,Negative,916,85,0,Resolved,3.3,Saya kecewa karena transaksi saya bermasalah.
CALL0000368,C000379,AG034,2026-02-28,Inbound Call,Debit Card,Cancellation,Neutral,531,0,0,Resolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000369,C000027,AG038,2026-05-22,Inbound Call,Debit Card,Cancellation,Neutral,624,3,1,Resolved,3.2,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000370,C000926,AG040,2026-05-29,Inbound Call,General,Cancellation,Negative,365,0,1,Unresolved,3.6,Saya kecewa karena transaksi saya bermasalah.
CALL0000371,C000403,AG001,2026-04-25,Inbound Call,KTA,Fraud Report,Neutral,241,160,0,Resolved,4.3,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000372,C000794,AG030,2026-08-11,Outbound Call,KTA,Payment Issue,Neutral,363,149,0,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.
CALL0000373,C000492,AG040,2026-01-30,Outbound Call,Credit Card,Information Request,Neutral,548,87,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.
CALL0000374,C000449,AG031,2026-03-03,Inbound Call,KPR,Fraud Report,Neutral,493,72,2,Follow-up,4.3,Ada transaksi kartu yang bukan saya lakukan.
CALL0000375,C001063,AG010,2026-01-23,Outbound Call,KPR,Complaint,Neutral,493,0,0,Follow-up,3.7,Saya ingin menanyakan status pengajuan saya.
CALL0000376,C000114,AG031,2026-06-16,Outbound Call,Savings,Transaction Issue,Positive,381,53,0,Unresolved,4.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0000377,C000884,AG005,2026-06-04,Inbound Call,KTA,Product Inquiry,Neutral,353,164,0,Unresolved,3.8,Saya ingin menanyakan status pengajuan saya.
CALL0000378,C000896,AG020,2026-08-25,Inbound Call,Debit Card,Fraud Report,Negative,388,72,2,Resolved,4.0,Saya tidak melakukan transaksi ini.
CALL0000379,C000456,AG026,2026-05-11,Inbound Call,Debit Card,Payment Issue,Positive,550,34,0,Resolved,4.3,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000380,C000315,AG019,2026-02-06,Inbound Call,Debit Card,Product Inquiry,Neutral,571,0,1,Resolved,4.2,Saya ingin menanyakan status pengajuan saya.
CALL0000381,C000007,AG028,2026-04-19,Inbound Call,Credit Card,Transaction Issue,Neutral,239,141,0,Resolved,4.5,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000382,C001124,AG010,2026-01-22,Inbound Call,Savings,Transaction Issue,Negative,557,61,0,Follow-up,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0000383,C001137,AG025,2026-06-11,Inbound Call,Debit Card,Product Inquiry,Neutral,303,0,2,Follow-up,4.4,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000384,C000289,AG026,2026-06-11,Outbound Call,KPR,Cancellation,Negative,504,14,0,Resolved,3.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000385,C000039,AG026,2026-07-25,Inbound Call,KTA,Information Request,Neutral,385,0,0,Resolved,3.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000386,C000148,AG012,2026-03-23,Inbound Call,Debit Card,Product Inquiry,Neutral,702,58,0,Resolved,3.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000387,C000082,AG013,2026-03-16,Inbound Call,Debit Card,Product Inquiry,Negative,345,76,0,Resolved,2.8,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000388,C000997,AG011,2026-01-18,Inbound Call,Debit Card,Complaint,Negative,452,37,1,Resolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000389,C001070,AG019,2026-04-10,Inbound Call,Savings,Payment Issue,Neutral,529,108,0,Resolved,2.4,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000390,C000184,AG024,2026-04-25,Outbound Call,KTA,Fraud Report,Neutral,263,69,0,Resolved,4.9,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000391,C000896,AG015,2026-07-01,Outbound Call,KTA,Information Request,Neutral,407,123,0,Resolved,3.4,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000392,C000215,AG017,2026-06-30,Outbound Call,Mobile Banking,Product Inquiry,Positive,372,45,1,Resolved,4.9,Saya puas dengan solusi yang diberikan.
CALL0000393,C000441,AG012,2026-02-03,Outbound Call,KTA,Product Inquiry,Negative,328,232,0,Unresolved,2.4,Saya kecewa karena transaksi saya bermasalah.
CALL0000394,C000719,AG009,2026-03-10,Outbound Call,KTA,Payment Issue,Negative,341,34,1,Resolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000395,C000864,AG027,2026-05-03,Inbound Call,KPR,Complaint,Neutral,620,15,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000396,C001049,AG033,2026-03-22,Inbound Call,Savings,Transaction Issue,Neutral,312,9,0,Resolved,4.6,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000397,C000054,AG012,2026-01-07,Inbound Call,KPR,Information Request,Neutral,522,53,0,Unresolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000398,C000236,AG035,2026-07-22,Inbound Call,Savings,Product Inquiry,Positive,477,0,0,Resolved,2.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000399,C000337,AG023,2026-06-25,Inbound Call,General,Fraud Report,Negative,169,81,1,Unresolved,3.1,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000400,C000373,AG007,2026-05-05,Inbound Call,Debit Card,Fraud Report,Neutral,513,0,0,Resolved,5.0,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000401,C001197,AG015,2026-03-18,Outbound Call,Savings,Payment Issue,Neutral,166,74,1,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000402,C000933,AG001,2026-07-22,Inbound Call,General,Fraud Report,Neutral,533,0,0,Resolved,4.0,Saya tidak melakukan transaksi ini.
CALL0000403,C000385,AG002,2026-01-09,Outbound Call,General,Transaction Issue,Negative,329,44,0,Follow-up,4.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000404,C001166,AG014,2026-04-18,Inbound Call,Savings,Complaint,Positive,422,98,0,Follow-up,3.1,Saya puas dengan solusi yang diberikan.
CALL0000405,C000599,AG019,2026-07-12,Inbound Call,Debit Card,Transaction Issue,Neutral,187,192,0,Unresolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000406,C000601,AG032,2026-08-17,Inbound Call,KTA,Payment Issue,Neutral,442,6,0,Follow-up,3.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000407,C000521,AG006,2026-03-02,Inbound Call,General,Fraud Report,Positive,587,57,0,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.
CALL0000408,C000173,AG034,2026-06-06,Inbound Call,KTA,Payment Issue,Neutral,275,25,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.
CALL0000409,C001121,AG010,2026-02-15,Inbound Call,KPR,Fraud Report,Neutral,311,17,0,Resolved,2.9,Ada transaksi kartu yang bukan saya lakukan.
CALL0000410,C000017,AG006,2026-01-28,Outbound Call,Credit Card,Fraud Report,Positive,502,26,0,Resolved,3.7,Saya tidak melakukan transaksi ini.
CALL0000411,C000209,AG028,2026-03-26,Inbound Call,Debit Card,Fraud Report,Positive,506,110,0,Resolved,4.5,Ada transaksi kartu yang bukan saya lakukan.
CALL0000412,C000276,AG031,2026-08-01,Inbound Call,KTA,Fraud Report,Negative,45,38,0,Unresolved,4.3,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000413,C000335,AG025,2026-06-15,Inbound Call,Debit Card,Complaint,Neutral,783,189,0,Unresolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000414,C000159,AG005,2026-04-28,Inbound Call,Credit Card,Complaint,Neutral,515,88,0,Unresolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000415,C000022,AG005,2026-03-09,Inbound Call,Savings,Fraud Report,Neutral,545,9,0,Resolved,3.9,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000416,C000813,AG016,2026-02-03,Inbound Call,KTA,Product Inquiry,Negative,394,45,0,Follow-up,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000417,C001163,AG019,2026-03-06,Inbound Call,Savings,Fraud Report,Negative,86,21,0,Follow-up,3.7,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000418,C000147,AG040,2026-02-06,Inbound Call,KPR,Fraud Report,Negative,541,109,0,Unresolved,4.8,Ada transaksi kartu yang bukan saya lakukan.
CALL0000419,C000356,AG012,2026-02-14,Inbound Call,Credit Card,Transaction Issue,Neutral,318,0,1,Resolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000420,C000608,AG008,2026-06-15,Inbound Call,KTA,Product Inquiry,Neutral,518,0,0,Resolved,3.6,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000421,C001113,AG038,2026-02-01,Inbound Call,Savings,Product Inquiry,Neutral,381,32,1,Unresolved,2.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000422,C000833,AG007,2026-01-12,Inbound Call,Debit Card,Complaint,Neutral,463,103,1,Follow-up,4.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000423,C000919,AG002,2026-05-11,Inbound Call,Savings,Fraud Report,Neutral,281,133,0,Resolved,3.5,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0000424,C000697,AG017,2026-03-10,Inbound Call,KPR,Product Inquiry,Positive,576,141,0,Resolved,4.1,Saya puas dengan solusi yang diberikan.
CALL0000425,C000501,AG017,2026-04-20,Inbound Call,KPR,Cancellation,Neutral,206,94,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0000426,C000240,AG025,2026-02-03,Inbound Call,Mobile Banking,Transaction Issue,Neutral,824,60,1,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.
CALL0000427,C001037,AG036,2026-02-20,Inbound Call,Savings,Payment Issue,Positive,823,109,1,Unresolved,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000428,C000965,AG038,2026-04-16,Inbound Call,General,Product Inquiry,Neutral,714,2,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.
CALL0000429,C000031,AG012,2026-06-15,Inbound Call,Savings,Fraud Report,Negative,650,0,0,Resolved,4.9,Ada transaksi kartu yang bukan saya lakukan.
CALL0000430,C000858,AG040,2026-04-10,Outbound Call,Savings,Product Inquiry,Neutral,405,89,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000431,C000102,AG026,2026-05-11,Inbound Call,Credit Card,Payment Issue,Negative,630,10,0,Resolved,4.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000432,C000887,AG003,2026-05-06,Outbound Call,KPR,Information Request,Neutral,403,61,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000433,C000991,AG038,2026-03-06,Inbound Call,Debit Card,Information Request,Negative,140,72,2,Resolved,3.8,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000434,C000158,AG006,2026-03-09,Inbound Call,KTA,Fraud Report,Negative,691,79,0,Resolved,4.1,Saya tidak melakukan transaksi ini.
CALL0000435,C000521,AG024,2026-04-13,Inbound Call,KTA,Complaint,Positive,623,117,0,Follow-up,3.4,Penjelasannya jelas dan saya sangat terbantu.
CALL0000436,C000149,AG032,2026-01-08,Inbound Call,Mobile Banking,Cancellation,Negative,414,111,0,Unresolved,4.7,Saya kecewa karena transaksi saya bermasalah.
CALL0000437,C000681,AG010,2026-06-14,Outbound Call,Credit Card,Payment Issue,Positive,199,76,3,Follow-up,3.6,Penjelasannya jelas dan saya sangat terbantu.
CALL0000438,C001113,AG011,2026-05-28,Inbound Call,Savings,Product Inquiry,Neutral,314,41,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000439,C000097,AG020,2026-03-15,Inbound Call,KTA,Payment Issue,Negative,92,71,0,Unresolved,2.8,Saya kecewa karena transaksi saya bermasalah.
CALL0000440,C000477,AG036,2026-03-31,Inbound Call,KPR,Complaint,Neutral,590,32,1,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0000441,C001167,AG009,2026-03-20,Inbound Call,KTA,Product Inquiry,Neutral,131,54,0,Resolved,3.6,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000442,C000361,AG027,2026-06-06,Inbound Call,Savings,Fraud Report,Neutral,472,209,0,Resolved,4.6,Saya tidak melakukan transaksi ini.
CALL0000443,C000159,AG019,2026-07-02,Outbound Call,KPR,Information Request,Positive,268,75,0,Resolved,4.0,Saya puas dengan solusi yang diberikan.
CALL0000444,C000586,AG005,2026-01-27,Inbound Call,Savings,Transaction Issue,Positive,163,90,0,Resolved,3.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000445,C000610,AG029,2026-04-10,Outbound Call,Debit Card,Fraud Report,Positive,463,26,0,Unresolved,3.8,Ada transaksi kartu yang bukan saya lakukan.
CALL0000446,C000795,AG034,2026-01-04,Inbound Call,KPR,Product Inquiry,Positive,360,121,1,Unresolved,3.4,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000447,C000377,AG024,2026-04-19,Inbound Call,General,Information Request,Neutral,571,107,0,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000448,C001146,AG008,2026-03-01,Inbound Call,Mobile Banking,Product Inquiry,Neutral,192,107,1,Resolved,3.3,Saya ingin menanyakan status pengajuan saya.
CALL0000449,C000625,AG007,2026-03-22,Outbound Call,Debit Card,Payment Issue,Neutral,284,77,1,Unresolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000450,C000344,AG017,2026-04-20,Inbound Call,Credit Card,Complaint,Neutral,45,122,0,Resolved,4.3,Saya ingin menanyakan status pengajuan saya.
CALL0000451,C001152,AG021,2026-03-19,Inbound Call,Debit Card,Payment Issue,Positive,45,135,0,Resolved,5.0,Penjelasannya jelas dan saya sangat terbantu.
CALL0000452,C001109,AG023,2026-04-05,Inbound Call,KTA,Product Inquiry,Neutral,744,81,0,Follow-up,4.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000453,C000599,AG010,2026-07-03,Inbound Call,Mobile Banking,Transaction Issue,Negative,795,59,0,Resolved,3.9,Saya kecewa karena transaksi saya bermasalah.
CALL0000454,C000030,AG021,2026-07-14,Inbound Call,Debit Card,Cancellation,Negative,437,114,1,Unresolved,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0000455,C000716,AG012,2026-01-02,Inbound Call,KPR,Product Inquiry,Neutral,272,15,0,Resolved,2.5,Saya ingin menanyakan status pengajuan saya.
CALL0000456,C000666,AG028,2026-04-01,Inbound Call,KPR,Cancellation,Positive,366,26,0,Unresolved,3.2,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0000457,C000178,AG032,2026-07-23,Inbound Call,Credit Card,Complaint,Negative,577,62,1,Resolved,3.8,Saya kecewa karena transaksi saya bermasalah.
CALL0000458,C000761,AG027,2026-05-08,Inbound Call,Mobile Banking,Complaint,Negative,327,0,0,Follow-up,3.5,Saya kecewa karena transaksi saya bermasalah.
CALL0000459,C001009,AG001,2026-02-19,Outbound Call,Debit Card,Product Inquiry,Neutral,463,111,0,Resolved,2.8,Saya ingin menanyakan status pengajuan saya.
CALL0000460,C000127,AG040,2026-05-23,Inbound Call,KTA,Transaction Issue,Neutral,418,12,0,Unresolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000461,C000868,AG001,2026-02-04,Outbound Call,KPR,Information Request,Positive,318,39,0,Follow-up,4.2,Penjelasannya jelas dan saya sangat terbantu.
CALL0000462,C000169,AG040,2026-01-06,Outbound Call,KTA,Transaction Issue,Neutral,325,53,0,Resolved,4.2,Saya ingin menanyakan status pengajuan saya.
CALL0000463,C000898,AG002,2026-06-01,Inbound Call,KTA,Cancellation,Negative,473,67,0,Resolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0000464,C000503,AG021,2026-05-04,Inbound Call,General,Information Request,Neutral,244,46,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000465,C000008,AG005,2026-07-01,Inbound Call,Credit Card,Payment Issue,Neutral,501,61,1,Resolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000466,C001159,AG004,2026-03-24,Inbound Call,KTA,Transaction Issue,Neutral,335,62,0,Resolved,3.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000467,C000199,AG028,2026-07-25,Inbound Call,Mobile Banking,Information Request,Negative,443,40,1,Resolved,4.4,Saya kecewa karena transaksi saya bermasalah.
CALL0000468,C000715,AG030,2026-04-12,Inbound Call,KPR,Complaint,Neutral,669,22,0,Resolved,3.5,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000469,C000218,AG005,2026-06-27,Inbound Call,General,Payment Issue,Negative,390,124,0,Follow-up,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000470,C001119,AG040,2026-01-25,Inbound Call,General,Complaint,Neutral,586,0,0,Resolved,4.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000471,C000886,AG013,2026-01-24,Outbound Call,KTA,Transaction Issue,Neutral,97,54,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000472,C000965,AG013,2026-07-07,Inbound Call,Debit Card,Product Inquiry,Neutral,335,39,0,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000473,C000519,AG012,2026-07-20,Inbound Call,Debit Card,Fraud Report,Neutral,425,88,2,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.
CALL0000474,C000561,AG019,2026-08-15,Outbound Call,Mobile Banking,Information Request,Negative,766,0,0,Resolved,4.1,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0000475,C000761,AG008,2026-03-19,Inbound Call,KPR,Complaint,Neutral,67,38,2,Unresolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000476,C000941,AG017,2026-01-06,Inbound Call,Credit Card,Product Inquiry,Neutral,403,59,0,Resolved,2.7,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0000477,C001016,AG009,2026-08-24,Outbound Call,KTA,Fraud Report,Neutral,682,124,0,Resolved,3.0,Saya tidak melakukan transaksi ini.
CALL0000478,C000022,AG003,2026-05-25,Inbound Call,Credit Card,Complaint,Neutral,279,83,0,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.
CALL0000479,C000796,AG015,2026-03-01,Inbound Call,KTA,Information Request,Neutral,382,0,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.
CALL0000480,C000131,AG027,2026-07-03,Inbound Call,Mobile Banking,Fraud Report,Negative,480,38,0,Unresolved,5.0,Saya tidak melakukan transaksi ini.
CALL0000481,C000346,AG031,2026-08-05,Outbound Call,Mobile Banking,Information Request,Neutral,453,114,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0000482,C000995,AG015,2026-03-10,Inbound Call,KPR,Transaction Issue,Neutral,702,0,0,Resolved,3.5,Saya ingin menanyakan status pengajuan saya.
CALL0000483,C000301,AG013,2026-07-04,Inbound Call,Credit Card,Complaint,Neutral,501,61,0,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.
CALL0000484,C000956,AG032,2026-07-09,Inbound Call,KPR,Cancellation,Positive,659,64,0,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0000485,C000556,AG028,2026-05-01,Inbound Call,Savings,Product Inquiry,Neutral,355,44,2,Resolved,4.6,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000486,C000279,AG034,2026-06-01,Inbound Call,Debit Card,Cancellation,Neutral,287,213,0,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0000487,C000401,AG037,2026-03-06,Inbound Call,KTA,Complaint,Neutral,379,42,1,Follow-up,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
