Feedback_ID,Text,Topic,Channel,Sentiment,Clean_Text,Topic_Model,Topic_Score,Sentiment_Priority,Priority
FB00535,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00966,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01285,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB01740,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00262,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00536,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00969,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00241,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00820,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00693,ATM sering tidak bisa digunakan,ATM,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00421,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01086,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01999,Apa syarat pengajuan KPR,Loan,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00366,Petugas bank ramah dan profesional,Transaction,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01023,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01241,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00589,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00737,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01762,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00942,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00072,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01408,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00260,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00052,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00199,Apa syarat pengajuan KPR,Customer Service,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01789,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00651,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00333,ATM sering tidak bisa digunakan,Loan,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB01360,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00594,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01392,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01801,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01315,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01112,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01007,Transfer berhasil tanpa masalah,Savings,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01327,Transfer berhasil tanpa masalah,Loan,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00427,Transfer berhasil tanpa masalah,ATM,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01559,Apa syarat pengajuan KPR,Card,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01294,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00591,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB01958,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01977,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01133,ATM sering tidak bisa digunakan,Savings,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00986,Petugas bank ramah dan profesional,Savings,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00399,Apa syarat pengajuan KPR,ATM,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB01512,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00437,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00193,ATM sering tidak bisa digunakan,Loan,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB01436,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00615,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01494,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00577,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00987,Transfer berhasil tanpa masalah,ATM,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01433,ATM sering tidak bisa digunakan,Card,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00707,Transfer berhasil tanpa masalah,ATM,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01259,Apa syarat pengajuan KPR,Savings,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00142,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01358,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00003,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01222,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01870,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01623,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00340,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01770,Customer service lambat merespons keluhan saya,Savings,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01537,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00484,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00266,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00377,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00742,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01014,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00440,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00272,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00185,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00940,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00245,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive,saya suka fitur mobile banking yang lengkap,6,0.22314460568451358,0,Low
FB00932,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00446,Petugas bank ramah dan profesional,Card,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00597,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00818,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01273,ATM sering tidak bisa digunakan,Savings,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB01677,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00487,Transfer berhasil tanpa masalah,Loan,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00681,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00416,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00274,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01472,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01830,Customer service lambat merespons keluhan saya,Customer Service,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01455,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00251,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00414,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB01386,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01308,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00716,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00311,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00927,Transfer berhasil tanpa masalah,Customer Service,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB00382,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01566,Petugas bank ramah dan profesional,Card,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB00426,Petugas bank ramah dan profesional,Savings,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01875,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00533,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00753,ATM sering tidak bisa digunakan,Loan,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00766,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01357,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00409,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB01615,Saya tidak puas dengan pelayanan bank,Card,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00695,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01739,Apa syarat pengajuan KPR,Customer Service,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00549,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00937,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01390,Customer service lambat merespons keluhan saya,Loan,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01608,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01940,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01482,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00183,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB01941,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01161,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00171,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB00293,ATM sering tidak bisa digunakan,Savings,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00562,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01457,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01877,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01652,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00850,Customer service lambat merespons keluhan saya,Customer Service,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00273,ATM sering tidak bisa digunakan,ATM,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB01550,Customer service lambat merespons keluhan saya,Customer Service,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01035,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01744,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00372,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01670,Customer service lambat merespons keluhan saya,Loan,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00722,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00734,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative,aplikasi sulit digunakan dan sering logout,3,0.242213474053518,3,High
FB00778,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00519,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00335,Saya tidak puas dengan pelayanan bank,Savings,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB00846,Petugas bank ramah dan profesional,Savings,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01252,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01053,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB01924,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00016,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00708,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00901,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB01980,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01573,ATM sering tidak bisa digunakan,Card,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00904,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00466,Petugas bank ramah dan profesional,Loan,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01978,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00200,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01207,Transfer berhasil tanpa masalah,Customer Service,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01056,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB01132,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01380,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB00999,Apa syarat pengajuan KPR,Card,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00728,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01772,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01910,Customer service lambat merespons keluhan saya,Savings,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01822,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00568,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB00044,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB00275,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01097,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00102,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01232,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01722,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01833,ATM sering tidak bisa digunakan,Savings,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB00108,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative,aplikasi banking sering error saat saya gunakan,3,0.1701897356859821,3,High
FB01618,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00498,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01981,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive,saya sangat puas dengan layanan bank ini,1,0.09265928272652466,0,Low
FB00882,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB00757,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB00620,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral,saya ingin mengetahui jam operasional cabang,2,0.2455238818801823,1,Medium
FB01107,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01936,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00810,Customer service lambat merespons keluhan saya,Card,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01038,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB00073,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative,atm sering tidak bisa digunakan,3,0.21136854725851217,3,High
FB01284,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive,proses transaksi berjalan lancar dan cepat,4,0.10629773296912669,0,Low
FB01272,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB01335,Saya tidak puas dengan pelayanan bank,Card,Email,negative,saya tidak puas dengan pelayanan bank,1,0.09336184129421808,3,High
FB01459,Apa syarat pengajuan KPR,Customer Service,ATM,neutral,apa syarat pengajuan kpr,5,0.16188235170437767,1,Medium
FB00482,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01069,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative,transaksi saya gagal dan saldo belum kembali,4,0.07976518594179097,3,High
FB00507,Transfer berhasil tanpa masalah,Customer Service,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01238,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
FB01862,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive,aplikasi mobile banking sangat mudah digunakan,6,0.20989998208001634,0,Low
FB01990,Customer service lambat merespons keluhan saya,Transaction,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB01477,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral,bagaimana cara mengganti pin kartu,2,0.04933707118670494,1,Medium
FB01867,Transfer berhasil tanpa masalah,Card,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01456,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral,saya ingin informasi tentang produk tabungan,2,0.16840665324179388,1,Medium
FB00312,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative,saya kecewa karena biaya administrasi terlalu tinggi,5,0.1152856150730353,3,High
FB00963,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive,pelayanan customer service sangat cepat dan membantu,4,0.21081811532378333,0,Low
FB00406,Petugas bank ramah dan profesional,ATM,Mobile App,positive,petugas bank ramah dan profesional,1,0.031096285002941575,0,Low
FB01331,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative,proses pengajuan kredit terlalu lama,5,0.2129058517153481,3,High
FB01650,Customer service lambat merespons keluhan saya,Card,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00310,Customer service lambat merespons keluhan saya,Transaction,Email,negative,customer service lambat merespons keluhan saya,4,0.1837918353330011,3,High
FB00227,Transfer berhasil tanpa masalah,Customer Service,Branch,positive,transfer berhasil tanpa masalah,6,1.614786542755145e-06,0,Low
FB01858,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral,saya ingin mengetahui limit kartu kredit,2,0.25019283653826707,1,Medium
